TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,SalesTaxPercentage,ShiftDuringWhichSaleTookPlace
62,2024-12-25,1062,2011,403,1,1161.21,8.1,Evening
63,2025-01-23,1126,2023,404,2,4461.44,7.1,Morning
64,2025-02-07,1002,2024,401,3,1528.42,8.1,Morning
65,2025-02-02,1125,2002,401,3,647.1,9.2,Morning
66,2024-12-21,1135,2070,403,3,45.2,6.2,Morning
67,2024-07-20,1066,2097,402,3,3153.14,7.2,Morning
68,2025-03-05,1025,2037,402,2,1091.56,7.2,Morning
69,2024-09-20,1141,2023,404,0,2612.29,7.2,Evening
70,2024-11-16,1034,2091,401,3,3096.6,7.2,Afternoon
71,2025-01-31,1020,2035,401,3,4058.33,9.2,Afternoon
72,2024-09-01,1115,2038,404,0,1493.17,9.2,Evening
73,2025-05-14,1071,2019,402,0,2338.33,9.2,Afternoon
74,2025-02-01,1008,2041,404,,1690.5,9.2,Evening
75,2025-03-16,1050,2069,402,2,189.25,9.2,Evening
76,2024-08-09,1191,2036,404,2,1888.22,9.2,Evening
77,2024-12-03,1020,2055,403,0,1925.73,9.2,Afternoon
78,2025-04-03,1005,2086,403,1,1320.44,9.1,Evening
79,2025-05-02,1005,2062,401,3,1356.76,9.1,Evening
80,2025-04-11,1177,2084,404,0,663.31,7.1,Morning
81,2024-10-09,1103,2000,404,1,1264.14,7.1,Morning
82,2024-12-02,1013,2097,402,3,2681.2,7.1,Morning
83,2024-06-13,1061,2039,401,0,4286.33,6.1,Evening
84,2024-07-18,1165,2063,403,2,990.87,7.1,Evening
85,2024-11-25,1037,2076,402,2,1716.1,9.1,Evening
86,2024-10-15,1068,2036,403,3,920.77,7.1,Morning
87,2024-11-29,1195,2058,403,1,505.45,8.1,Morning
88,2025-03-11,1032,2048,404,1,122.19,8.1,Morning
89,2024-12-03,1025,2056,401,3,331.1,8.1,Evening
90,2025-04-16,1019,2033,403,3,1710.94,7.1,Afternoon
91,2025-04-09,1097,2080,404,0,507.8,7.1,Afternoon
92,2025-01-31,1058,2055,401,0,1403.3,7.,Afternoon
93,2025-04-28,1034,2054,404,3,4066.34,7.1,Evening
94,2024-08-10,1005,2030,404,1,1293.91,7.1,Morning
95,2024-11-22,1119,2086,402,,1975.92,7.1,Morning
96,2024-09-30,1176,2041,402,3,2216.14,7.1,Morning
97,2024-10-22,1179,2079,403,,4002.4,7.1,Morning
98,2025-05-23,1190,2036,402,2,420.76,7.1,Morning
99,2024-09-11,1196,2017,401,0,909.61,7.1,Morning
100,2024-12-21,1023,2041,404,1,4444.07,8.1,Evening
101,2024-10-25,1069,2032,404,2,710.49,7.1,Afternoon
102,2024-07-19,1036,2028,404,2,819.42,8.1,Afternoon
103,2024-09-16,1089,2086,403,2,505.95,8.1,Evening
104,2024-06-11,1143,2070,402,3,52.31,8.1,Morning
105,2024-11-07,1034,2046,401,1,61.94,8.1,Morning
106,2025-05-15,1138,2095,402,0,1250.52,9.1,Evening
107,2025-05-10,1176,2056,404,2,1387.08,9.1,Afternoon
108,2024-12-13,1091,2041,402,3,1454.48,9.1,Afternoon
109,2025-01-09,1012,2031,402,1,1542.06,9.1,Evening
110,2024-08-24,1071,2029,401,1,85.63,9.1,Morning
111,2025-03-20,1034,2054,402,0,735.8,9.1,Morning
112,2025-02-25,1190,2091,403,0,1496.97,9.1,Morning
113,2024-12-30,1168,2058,401,,833.15,9.1,Morning
114,2025-01-31,1113,2019,403,0,3309.43,8.2,Evening
115,2024-12-23,1097,2067,403,3,1418.47,8.2,Afternoon
116,2025-04-09,1196,2027,404,1,1663.47,8.2,Afternoon
117,2024-11-04,1080,2085,403,1,974.82,9.2,Afternoon
118,2024-07-09,1005,2054,402,2,2348.64,9.2,Evening
119,2025-04-17,1108,2092,401,2,1176.94,9.2,Morning
120,2024-08-27,1057,2044,403,2,1624.08,9.2,Morning
121,2025-04-06,1159,2082,401,2,582.88,7.2,Afternoon
122,2025-03-06,1089,2023,404,,4873.15,7.2,Evening
123,2024-07-09,1096,2043,402,2,1156.81,7.2,Morning
124,2024-07-06,1116,2006,401,3,911.99,7.2,Morning
125,2024-09-20,1029,2009,403,3,53.18,7.2,Morning
126,2024-08-30,1014,2041,402,2,1039.93,8.1,Evening
127,2024-12-02,1033,2090,402,2,1730.44,8.1,Morning
128,2024-06-19,1066,2073,404,3,839.81,8.1,Morning
129,2025-05-20,1032,2046,401,0,92.44,8.1,Morning
130,2024-12-08,1079,2028,403,0,272.35,8.1,Evening
131,2024-12-06,1089,2082,402,1,388.32,8.1,Morning
132,2024-08-03,1019,2091,404,3,4469.22,8.1,Morning
133,2025-01-11,1082,2080,403,0,1281.2,8.1,Evening
134,2025-03-19,1090,2039,404,0,1791.85,8.1,Morning
135,2025-01-11,1023,2064,404,0,1629.14,8.1,Morning
136,2025-01-15,1121,2007,404,2,214.44,8.1,Evening
137,2025-01-12,1032,2067,402,2,1560.21,7.1,Morning
138,2025-01-28,1089,2019,404,1,3122.33,7.2,Morning
139,2024-07-29,1167,2050,402,0,784.52,7.2,Evening
140,2025-03-17,1171,2094,401,3,85.55,7.2,Evening
141,2024-10-04,1087,2062,402,1,626.79,7.2v,Afternoon
142,2025-03-15,1138,2067,401,1,350.79,7.2,Evening
143,2024-08-15,1159,2021,404,,1453.19,7.2,Evening
144,2025-05-22,1192,2057,402,2,1579.52,7.2,Evening
145,2025-04-28,1032,2036,404,3,1642.94,7.2,Evening
146,2025-03-21,1020,2091,403,0,2821.59,7.2,Evening
147,2024-07-22,1116,2097,402,0,1499.17,7.2,Evening
148,2024-11-19,1006,2050,403,0,104.97,7.2,Evening
149,2025-05-08,1166,2029,402,,76.14,7.3,Afternoon
150,2025-04-01,1120,2000,401,,341.56,9.1,Afternoon
151,2025-05-10,1108,2041,402,0,3375.28,9.1,Afternoon
152,2025-01-02,1032,2002,402,2,1248.88,9.1,Afternoon
153,2024-09-07,1170,2067,403,,1039.29,9.1,Evening
154,2025-05-28,1099,2005,404,2,746.33,9.1,Evening
155,2024-06-29,1066,2094,403,2,1636.34,9.1,Evening
156,2024-08-12,1118,2061,402,0,1890.03,9.1,Afternoon
157,2024-06-16,1071,2040,403,3,115.46,9.1,Afternoon
158,2024-08-18,1199,2054,403,2,2300.1,8.1,Evening
159,2024-11-16,1086,2063,404,2,1467.81,8.1,Afternoon
160,2024-07-04,1046,2041,401,2,3211.8,8.2,Evening
161,2024-11-12,1089,2093,403,3,1961.05,8.2,Evening
162,2025-05-14,1005,2095,402,1,1372.27,8.2,Evening
163,2024-11-16,1071,2046,403,0,105.07,8.2,Afternoon
164,2025-05-14,1195,2023,403,2,1010.52,8.2,Evening
165,2025-02-22,1099,2015,403,3,1243.16,6.2,Evening
166,2025-02-04,1051,2019,404,3,4147.31,6.2,Evening
167,2025-05-21,1170,2009,403,1,139.83,6.2,Evening
168,2025-01-09,1130,2035,402,3,2993.1,6.2,Evening
169,2024-10-26,1141,2019,401,3,3961.24,6.3,Evening
170,2025-03-29,1089,2057,404,2,1666.65,6.3,Evening
171,2024-12-14,1196,2055,401,1,365.84,6.3,Afternoon
172,2025-05-09,1020,2032,402,2,640.51,6.2,Afternoon
173,2024-12-11,1043,2074,402,2,1149.06,6.2,Evening
174,2025-03-29,1034,2098,403,3,109.06,7.2,Morning
175,2025-04-23,1164,2061,402,3,192.3,8.2,Morning
176,2024-06-26,1123,2043,402,2,1728.52,7.3,Morning
177,2025-05-23,1089,2013,403,0,1615.63,7.3,Morning
178,2024-07-12,1098,2053,402,1,1870.82,7.3,Evening
179,2025-02-15,1116,2065,404,2,225.6,7.3,Evening
180,2024-11-02,1061,2054,401,,4470.53,7.3,Evening
181,2025-01-16,1137,2019,404,2,3937.36,7.3,Afternoon
182,2024-10-25,1145,2046,403,,117.02,7.3,Evening
183,2024-09-22,1174,2016,401,2,762.93,7.3,Evening
184,2024-07-31,1102,2005,401,2,1062.7,7.3,Afternoon
185,2024-08-02,1035,2070,403,2,81.02,7.3,Evening
186,2024-12-05,1144,2013,403,0,3126.66,7.2,Afternoon
187,2025-03-19,1176,2076,404,1,1187.87,7.2,Evening
188,2024-08-10,1158,2048,402,1,1899.0,8.2,Evening
189,2024-07-17,1089,2052,402,3,1484.88,8.2,Afternoon
190,2024-06-27,1071,2084,404,2,946.34,8.2,Afternoon
191,2024-12-11,1173,2092,403,1,594.06,8.2,Evening,
192,2024-09-29,1076,2090,402,3,730.17,8.2,Evening
193,2025-05-09,1070,2039,404,3,4795.74,8.2,Afternoon
194,2025-03-22,1073,2010,403,2,467.27,8.2,Evening
195,2025-03-31,1143,2017,401,1,1356.18,8.2,Afternoon
196,2024-12-10,1013,2054,404,1,0.0,8.2,Evening
197,2024-12-14,1104,2060,404,2,1309.5,9.1,Evening
198,2025-04-30,1071,2092,401,1,1683.33,9.1,Evening,
199,2025-05-09,1005,2023,403,0,3212.52,9.1,Evening
200,2025-05-07,1116,2069,404,1,962.64,9.1,Afternoon
201,2024-08-19,1116,2082,403,0,1592.0,9.1,Evening
202,2024-12-19,1044,2081,404,2,1355.05,9.2,Evening
203,2024-08-16,1089,2000,403,3,1910.37,9.2,Evening
204,2024-10-01,1002,2054,402,,1880.63,9.2,Evening
205,2024-11-07,1180,2088,401,2,480.66,9.2,Evening
206,2025-05-17,1116,2077,403,3,1613.89,9.2,Evening
207,2025-03-29,1174,2010,404,2,1150.13,9.2,Evening
208,2024-06-27,1129,2097,402,3,1424.31,9.2,Evening
209,2024-12-22,1032,2058,402,3,1139.65,7.2,Morning
210,2025-01-25,1005,2000,402,0,1415.75,7.2,Morning
211,2024-12-13,1066,2060,401,1,1543.36,7.2,Evening
212,2025-05-24,1107,2048,404,3,1381.32,7.1,Evening
213,2025-01-19,1167,2015,402,3,1469.32,7.1,Evening
214,2024-08-31,1034,2059,404,1,725.01,7.1,Evening
215,2024-09-21,1185,2004,404,0,181.22,7.1,Evening
216,2024-12-25,1172,2006,402,3,1102.53,6.1,Evening
217,2025-03-02,1035,2037,402,2,1556.45,6.1,Evening
218,2025-03-28,1116,2066,402,2,1899.61,6.1,Afternoon
219,2025-04-19,1160,2071,404,,1304.47,6.1,Afternoon
220,2024-10-31,1178,2019,403,3,1514.05,6.1,Evening
221,2025-04-11,1032,2071,404,1,547.24,6.1,Evening
222,2024-10-11,1032,2011,402,,1229.69,6.1,Evening
223,2024-06-17,1071,2042,403,0,420.55,6.1,Evening
224,2025-02-25,1193,2031,402,1,1562.25,7.1,Afternoon
225,2024-10-30,1091,2040,404,3,54.83,7.1,Afternoon
226,2024-08-23,1011,2028,402,,1188.86,7.1,Evening
227,2025-02-15,1050,2046,402,2,125.02,7.1,Evening
228,2025-05-20,1125,2093,403,3,1784.26,7.1,Evening
229,2025-05-29,1134,2019,401,3,3338.16,9.1,Evening
230,2024-06-29,1071,2047,401,3,80.68,9.1,Evening
231,2024-12-11,1004,2035,403,,3533.15,9.1,Afternoon
232,2025-03-22,1027,2067,402,2,571.28,9.1,Evening
233,2024-11-04,1103,2031,402,0,1723.53,9.1,Evening
234,2025-03-05,1005,2060,401,1,1698.39,9.3,Evening
235,2025-01-11,1024,2005,402,3,1852.11,9.3,Evening
236,2025-01-31,1139,2004,402,2,453.96,9.3,Afternoon
237,2024-07-31,1101,2038,402,3,1104.1,9.3,Evening
238,2024-11-01,1176,2064,403,,1685.42,9.3,Evening
239,2024-10-15,1152,2099,403,,1985.54,7.3,Evening
240,2024-11-30,1096,2087,404,2,1440.56,7.3,Evening
241,2024-07-05,1116,2040,403,0,72.26,7.3,Evening
242,2025-03-05,1066,2091,404,0,918.79,7.3,Evening
243,2024-12-26,1098,2079,404,1,1263.12,7.3,Evening
244,2024-10-30,1020,2023,401,2,2679.04,7.3,Evening
245,2024-07-03,1063,2063,402,1,1900.21,7.3,Evening
246,2024-10-12,1084,2055,402,1,396.39,7.3,Evening
247,2024-11-04,1188,2062,402,2,816.22,7.3,Evening
248,2024-07-19,1151,2023,401,3,1443.42,7.3,Evening
249,2025-03-19,1017,2052,404,2,1334.39,9.2,Afternoon
250,2025-02-14,1018,2076,404,3,1591.91,9.2,Afternoon
251,2024-10-22,1137,2010,401,2,1244.72,9.2,Evening
252,2024-12-18,1165,2096,403,3,242.28,9.2,Evening
253,2024-08-31,1142,2073,402,3,1375.13,9.2,Afternoon
254,2025-02-01,1034,2037,404,0,1884.32,9.2,Morning
255,2024-07-29,1116,2066,404,0,1408.69,9.2,Morning
256,2024-10-07,1181,2054,401,1,3832.2,9.2,Morning
257,2024-12-06,1084,2059,402,1,1331.75,9.2,Evening
258,2024-11-03,1050,2054,404,,1752.55,9.1,Evening
259,2025-02-08,1147,2097,402,1,1680.59,9.1,Evening
260,2025-04-12,1163,2046,404,2,74.1,9.1,Evening
261,2024-08-10,1076,2075,401,2,645.49,8.1,Evening
262,2024-08-16,1130,2076,402,3,1289.23,8.1,Evening
263,2025-02-03,1044,2062,403,2,1257.85,8.1,Evening
264,2025-04-14,1124,2079,404,3,4279.51,8.1,Evening
265,2024-11-30,1034,2028,403,,612.91,8.1,Evening
266,2025-03-13,1197,2070,401,2,125.26,8.2,Evening
267,2024-10-25,1010,2056,402,0,1324.66,8.2,Evening
268,2024-09-10,1008,2044,401,0,512.04,8.2,Evening
269,2025-03-24,1089,2078,404,1,1636.38,8.2,Evening
270,2025-03-22,1136,2097,402,2,1703.04,8.2,Evening
271,2025-04-11,1173,2017,404,2,297.43,8.2,Evening
272,2025-04-14,1089,2097,404,2,2188.28,8.2,Afternoon
273,2024-07-03,1196,2097,403,2,2696.2,8.2,Afternoon
274,2024-12-21,1187,2091,403,3,2433.39,8.2,Evening
275,2024-08-27,1072,2070,402,3,135.18,8.2,Evening
276,2025-03-06,1032,2023,404,3,3598.66,8.2,Evening
277,2024-07-26,1040,2035,401,2,3490.29,8.2,Evening
278,2025-01-13,1020,2096,402,0,52.12,8.2,Evening
279,2024-11-27,1071,2056,401,,285.16,8.2,Evening
280,2025-04-12,1122,2079,401,0,2154.03,8.2,Afternoon
281,2024-09-30,1192,2082,402,,1240.12,8.2,Afternoon
282,2024-08-08,1054,2019,404,3,890.1,8.2,Afternoon
283,2024-07-13,1150,2044,404,1,1307.01,8.2,Afternoon
284,2024-09-10,1184,2099,401,2,1233.51,8.2,Evening
285,2024-08-17,1165,2035,404,1,3172.68,7.2,Evening
286,2024-12-09,1092,2016,404,3,1381.74,7.2,Evening
287,2025-03-06,1197,2039,401,,4651.61,7.2,Evening
288,2025-05-14,1073,2064,404,3,1096.3,7.2,Evening
289,2024-12-30,1079,2035,402,3,3934.51,7.2,Evening
290,2025-01-14,1079,2093,402,,897.24,7.1,Afternoon
291,2024-11-20,1079,2084,402,1,369.47,7.1,Afternoon
292,2025-05-16,1184,2054,402,2,1031.26,7.1,Evening
293,2025-04-26,1109,2019,403,0,2798.52,7.1,Evening
294,2024-06-24,1042,2032,401,0,1042.21,7.1,Evening
295,2024-06-20,1062,2054,404,1,4358.68,7.4,Evening
296,2024-12-15,1189,2028,403,2,201.88,7.4,Evening
297,2024-10-26,1013,2097,401,0,4397.15,7.4,Evening
298,2025-03-10,1022,2001,403,2,523.04,7.4,Evening
299,2024-10-25,1197,2093,402,3,1106.01,7.4,Morning
300,2025-01-08,1002,2000,404,2,1083.14,7.4,Morning
301,2024-09-06,1015,2018,403,1,1063.53,7.4,Morning
302,2025-02-07,1191,2019,402,3,3055.19,7.4,Morning
303,2024-11-15,1060,2054,404,2,1723.8,7.4,Morning
304,2024-07-02,1066,2023,404,3,2112.29,7.6,Morning
305,2025-03-08,1118,2019,401,2,3635.95,6.6,Evening
306,2024-06-18,1083,2035,403,0,1670.75,6.6,Evening
307,2025-05-29,1005,2071,402,0,322.6,6.6,Evening
308,2024-06-06,1056,2079,403,0,1664.69,8.5,Evening
309,2025-03-25,1066,2091,402,2,4740.26,8.5,Evening
310,2024-06-22,1110,2050,404,,386.97,8.5,Evening
311,2024-08-28,1020,2019,401,1,2745.01,8.5,Evening
312,2025-04-20,1022,2023,404,1,4109.76,8.5,Evening
313,2025-03-18,1182,2069,404,2,400.64,8.5,Evening
314,2024-10-07,1020,2091,403,1,950.6,8.5,Afternoon
315,2025-01-17,1188,2035,404,1,3166.34,8.5,Afternoon
316,2025-03-22,1151,2054,402,1,4146.81,8.5,Afternoon
317,2025-05-22,1044,2011,401,1,982.08,8.5,Afternoon
318,2024-10-12,1033,2029,403,,108.66,8.5,Evening
319,2024-07-29,1089,2047,404,2,316.08,8.5,Evening
320,2024-08-05,1163,2083,403,2,1198.45,8.5,Evening
321,2024-08-12,1176,2023,401,3,3968.74,8.5,Evening
322,2024-12-19,1089,2078,402,0,324.25,8.5,Evening
323,2025-02-27,1089,2019,403,2,3619.29,8.5,Evening
324,2024-10-19,1184,2079,404,1,2718.87,8.7,Evening
325,2024-10-29,1025,2073,402,0,115.15,8.7,Evening
326,2024-06-08,1026,2023,404,0,4541.56,8.7,Afternoon
327,2024-07-10,1157,2090,401,1,896.69,8.7,Evening
328,2024-06-23,1048,2070,403,2,16.95,8.7,Morning
329,2024-12-20,1039,2013,404,3,615.81,9.7,Morning
330,2024-08-10,1020,2014,403,3,1339.03,9.7,Morning
331,2024-07-09,1047,2048,403,0,956.86,9.7,Morning
332,2024-09-01,1015,2019,401,3,3153.77,9.2,Evening
333,2024-12-15,1133,2068,404,1,203.96,9.2,Evening
334,2025-04-27,1128,2066,402,3,1969.52,9.2,Evening
335,2025-05-23,1032,2019,404,1,1660.49,9.2v,Afternoon
336,2025-05-01,1017,2097,404,2,4627.23,9.4,Evening
337,2024-06-06,1150,2053,401,1,1186.22,9.4,Evening
338,2025-05-20,1066,2012,403,2,565.07,9.4,Afternoon
339,2025-01-17,1121,2041,404,3,4503.08,7.4,Evening
340,2024-10-12,1032,2047,401,2,1693.55,7.3,Afternoon
341,2025-04-11,1058,2091,403,3,901.79,7.3,Afternoon
342,2024-11-16,1104,2097,403,1,3693.06,7.3,Afternoon
343,2024-11-06,1134,2003,402,1,536.51,7.3,Evening
344,2024-11-21,1180,2054,404,0,1588.72,7.3,Morning
345,2024-11-30,1121,2044,403,2,1393.26,7.3,Morning
346,2024-09-24,1041,2099,402,1,574.71,7.3,Morning
347,2024-11-08,1034,2016,402,0,1236.27,7.3,Evening
348,2025-05-12,1181,2054,404,3,2600.14,7.3,Afternoon
349,2025-01-27,1101,2000,403,2,260.8,7.3,Afternoon
350,2024-06-28,1163,2040,403,2,82.42,7.6,Evening
351,2024-09-07,1005,2087,402,3,555.88,7.6,Afternoon
352,2024-11-09,1009,2073,402,1,1294.71,7.6,Evening
353,2024-11-26,1091,2021,402,3,554.37,7.6,Evening
354,2025-03-23,1046,2042,401,1,648.82,7.4,Afternoon
355,2025-03-15,1066,2059,401,0,429.36,7.4,Afternoon
356,2024-07-20,1135,2013,402,1,4942.36,8.4v,Afternoon
357,2025-04-24,1036,2029,401,1,18.12,8.4,Evening
358,2024-11-20,1116,2020,404,0,895.74,8.4,Evening
359,2024-11-13,1122,2004,402,0,1525.85,8.4,Evening
360,2024-12-10,1034,2031,402,2,250.28,8.4,Morning
361,2024-12-04,1016,2038,403,2,1389.22,8.3,Morning
362,2024-07-26,1125,2024,402,3,487.43,8.3,Morning
363,2025-05-27,1034,2021,401,0,1298.63,8.3,Evening
364,2025-03-08,1152,2084,401,0,275.79,8.3,Afternoon
365,2024-11-17,1020,2019,402,0,3477.49,8.3,Afternoon
366,2025-01-20,1155,2053,401,0,1580.28,8.2,Afternoon
367,2024-12-02,1199,2097,402,3,677.33,8.2,Afternoon
368,2024-12-02,1032,2009,401,0,103.66,8.2,Evening
369,2024-08-02,1066,2012,403,3,627.24,8.2,Morning
370,2024-11-23,1116,2037,403,2,276.01,8.2,Morning
371,2025-04-09,1002,2084,402,3,573.2,9.2,Morning
372,2025-02-21,1087,2079,404,2,3604.56,9.2,Morning
373,2024-11-27,1042,2013,402,3,3552.77,9.2,Evening
374,2024-08-15,1091,2087,402,3,852.0,9.2,Evening
375,2024-06-20,1080,2097,402,2,3597.09,9.2,Evening
376,2024-12-31,1186,2054,404,0,4704.67,9.2,Evening
377,2024-12-04,1126,2009,404,2,17.05,9.1,Evening
378,2024-08-31,1103,2010,404,3,1021.99,9.1,Afternoon
379,2024-10-05,1190,2013,404,0,4063.02,9.1,Evening
380,2025-05-19,1130,2083,404,2,1642.35,9.1,Evening
381,2025-04-05,1196,2060,403,0,1334.87,9.1,Evening
382,2024-06-01,1162,2037,403,0,1010.22,9.1,Afternoon
383,2025-03-28,1104,2039,402,3,4210.49,9.2,Afternoon
384,2024-08-18,1193,2081,401,3,1199.17,9.2,Evening
385,2024-12-04,1001,2006,404,3,1573.11,9.2,Evening
386,2025-05-01,1044,2016,401,2,800.09,9.2,Evening
387,2025-05-24,1195,2079,403,3,1121.81,8.2,Afternoon
388,2024-12-27,1131,2097,403,1,3308.75,8.2,Afternoon
389,2024-09-27,1172,2023,403,2,3122.63,8.2,Evening
390,2025-05-12,1172,2068,403,3,1069.32,8.2,Evening
391,2024-06-11,1034,2023,403,1,3607.68,8.2,Evening
392,2024-09-28,1008,2057,401,1,1144.48,8.2,Evening
393,2024-09-06,1178,2013,404,2,742.11,8.2,Afternoon
394,2025-02-26,1032,2081,403,1,1930.37,8.2,Evening
395,2024-09-28,1066,2023,401,3,1689.08,8.2,Afternoon
396,2024-08-06,1001,2029,401,2,118.31,8.2,Afternoon
397,2025-01-03,1077,2073,403,,1074.52,8.2,Evening
398,2025-05-17,1129,2097,404,1,3485.01,8.2,Afternoon
399,2024-10-12,1192,2060,401,2,1813.77,8.2,Evening
400,2024-12-29,1010,2041,404,0,2931.07,8.2,Evening
401,2024-09-23,1197,2065,404,2,425.4,8.2,Evening
402,2024-12-06,1042,2098,401,1,1558.49,7.2,Evening
403,2025-04-13,1026,2079,401,1,3725.91,7.2,Afternoon
404,2024-06-16,1116,2071,401,1,844.88,7.2,Evening
405,2024-11-19,1080,2019,401,0,3135.24,7.2,Evening
406,2025-02-07,1066,2041,401,3,4199.557.1,,Evening
407,2024-06-14,1071,2079,403,1,4491.4,7.1,Evening
408,2025-05-20,1165,2001,402,0,818.46,7.1,Evening
409,2024-12-14,1071,2092,403,1,480.54,7.1,Evening
410,2025-04-03,1116,2072,401,3,192.63,7.5,Evening
411,2025-01-24,1050,2062,403,1,1258.06,7.5,Evening
412,2025-04-26,1115,2040,402,2,144.21,7.5,Afternoon
413,2024-08-09,1056,2082,404,2,1479.3,7.5,Evening
414,2025-04-18,1091,2062,401,0,1724.49,7.5,Afternoon
415,2024-07-28,1067,2080,401,0,1281.67,7.3,Afternoon
416,2025-03-25,1196,2004,403,3,339.83,7.3,Afternoon
417,2024-11-02,1150,2037,402,0,1029.23,7.3,Afternoon
418,2025-01-20,1157,2096,402,1,1153.33,7.3,Evening
419,2025-04-17,1032,2005,402,1,770.4,7.3,Evening
420,2024-06-19,1089,2058,401,,251.29,7.3,Evening
421,2025-05-21,1070,2033,402,3,1324.01,7.3,Evening
422,2025-04-03,1096,2028,404,2,990.11,6.2,Afternoon
423,2024-12-27,1035,2029,401,2,36.17,6.2,Afternoon
424,2024-10-24,1030,2053,403,3,984.09,6.2,Afternoon
425,2024-12-24,1105,2013,402,1,2806.89,6.2,Afternoon
426,2025-04-23,1116,2023,404,0,3775.88,6.2,Evening
427,2025-03-28,1055,2060,404,3,1599.5,6.2,Afternoon
428,2025-03-28,1020,2054,404,0,2234.58,6.2,Afternoon
429,2024-07-16,1005,2077,401,0,1086.29,6.2,Evening
430,2025-03-01,1116,2069,401,3,772.24,6.2,Evening
431,2024-06-19,1058,2061,404,0,546.31,6.2,Evening
432,2025-03-07,1021,2097,404,0,4052.4,6.2,Evening
